Nr,TID,PID,x,y,t.sec,I.val,Len.m,D2S.m,D2R.m,D2P.m,q¡.deg,s¡.deg,Current1,Current2
1191,20,32,679.38,839.08,0,488,271.265,200.519,NA,7.633,30.964,9.162,200,200
1192,20,33,693.779,841.698,0,689,285.9,214.375,NA,14.635,10.305,-20.659,200,200
1193,20,34,704.252,843.007,0,477,296.454,224.24,NA,10.554,7.125,-3.18,200,200
1194,20,35,714.724,844.316,0,642,307.007,234.164,NA,10.554,7.125,0,200,200
1195,20,36,721.269,845.626,0,514,313.682,240.61,NA,6.675,11.31,4.185,200,200
1196,20,37,729.123,846.935,0,312,321.645,248.248,NA,7.962,9.462,-1.848,200,0
1197,20,38,735.668,848.244,0,637,328.319,254.721,NA,6.675,11.31,1.848,-200,0
1198,20,39,743.522,846.935,0,384,336.282,261.306,NA,7.962,-9.462,-20.772,-200,0
1199,20,40,753.994,845.626,0,303,346.835,270.372,NA,10.554,-7.125,2.337,-200,0
1200,20,41,759.23,850.862,0,365,354.24,277.255,NA,7.405,45,52.125,-200,0
1201,20,42,757.921,846.935,0,485,358.38,274.498,NA,4.139,-108.435,-153.435,-200,0
1202,20,43,752.685,846.935,0,809,363.616,269.686,NA,5.236,180,-71.565,-200,0
1203,20,44,748.758,845.626,0,894,367.755,265.563,NA,4.139,-161.565,18.435,-200,0
1204,20,45,738.286,850.862,0,793,379.464,258.209,NA,11.708,153.435,-45,-200,0
1205,20,46,730.432,852.171,0,790,387.426,251.727,NA,7.962,170.538,17.103,-200,0
1206,20,47,722.578,852.171,0,1074,395.28,244.727,NA,7.854,180,9.462,-200,0
1207,20,48,714.724,852.171,0,850,403.134,237.78,NA,7.854,180,0,-200,0
1208,20,49,709.488,852.171,0,759,408.37,233.182,NA,5.236,180,0,-200,-200
1209,20,50,701.634,849.553,0,298,416.649,225.044,NA,8.279,-161.565,18.435,-200,-200
1210,20,51,687.234,849.553,0,730,431.048,212.598,NA,14.399,180,-18.435,-200,-200
1211,20,52,680.689,844.316,0,577,439.43,204.291,NA,8.382,-141.34,38.66,-200,-200
1212,20,53,670.217,843.007,0,1056,449.984,194.674,NA,10.554,-172.875,-31.535,-200,-200
1213,20,54,662.363,844.316,0,448,457.946,188.789,NA,7.962,170.538,-16.587,-200,-200
1214,20,55,651.891,845.626,0,837,468.5,180.934,NA,10.554,172.875,2.337,-200,-200
1215,20,56,645.346,844.316,0,819,475.175,174.885,NA,6.675,-168.69,18.435,-200,-200
1216,20,57,636.183,844.316,0,772,484.338,167.636,NA,9.163,180,-11.31,-200,-200
1217,20,58,630.947,844.316,0,407,489.574,163.58,NA,5.236,180,0,-200,-200
1218,20,59,621.783,846.935,0,850,499.104,158.413,NA,9.53,164.055,-15.945,-200,-200
1219,20,60,611.311,846.935,0,685,509.576,150.878,NA,10.472,180,15.945,-200,-200
1220,20,61,595.603,852.171,0,802,526.134,144.331,NA,16.558,161.565,-18.435,-200,-200
1221,21,1,426.74,583.822,0,433,0,0,NA,NA,NA,NA,0,0
1222,21,2,430.667,585.131,0,481,4.139,4.139,NA,4.139,18.435,NA,0,0
1223,21,3,433.285,587.749,0,659,7.842,7.633,NA,3.702,45,26.565,0,0
1224,21,4,434.594,583.822,0,567,11.981,7.854,NA,4.139,-71.565,-116.565,0,0
1225,21,5,435.903,586.44,0,300,14.908,9.53,NA,2.927,63.435,135,0,0
1226,21,6,438.521,587.749,0,858,17.836,12.418,NA,2.927,26.565,-36.87,0,0
1227,21,7,441.139,590.367,0,550,21.538,15.817,NA,3.702,45,18.435,0,0
1228,21,8,439.83,583.822,0,930,28.213,13.09,NA,6.675,-101.31,-146.31,0,0
1229,21,9,435.903,581.204,0,781,32.932,9.53,NA,4.72,-146.31,-45,0,0
1230,21,10,433.285,585.131,0,940,37.652,6.675,NA,4.72,123.69,-90,0,0
1231,21,11,433.285,587.749,0,329,40.27,7.633,NA,2.618,90,-33.69,0,0
1232,21,12,434.594,590.367,0,744,43.197,10.224,NA,2.927,63.435,-26.565,0,0
1233,21,13,435.903,591.676,0,889,45.048,12.069,NA,1.851,45,-18.435,200,0
1234,21,14,435.903,587.749,0,397,48.976,9.969,NA,3.927,-90,-135,200,0
1235,21,15,437.212,583.822,0,856,53.115,10.472,NA,4.139,-71.565,18.435,200,0
1236,21,16,439.83,583.822,0,808,55.733,13.09,NA,2.618,0,71.565,200,0
1237,21,17,441.139,589.058,0,892,61.13,15.322,NA,5.397,75.964,75.964,200,0
1238,21,18,437.212,582.513,0,612,68.763,10.554,NA,7.633,-120.964,163.072,200,0
1239,21,19,434.594,585.131,0,429,72.466,7.962,NA,3.702,135,-104.036,200,0
1240,21,20,434.594,585.131,0,364,72.466,7.962,NA,0,0,-135,200,0
1241,21,21,434.594,587.749,0,979,75.084,8.781,NA,2.618,90,90,200,0
1242,21,22,434.594,592.985,0,654,80.32,12.069,NA,5.236,90,0,200,0
1243,21,23,439.83,586.44,0,553,88.701,13.349,NA,8.382,-51.34,-141.34,200,0
1244,21,24,443.757,581.204,0,455,95.247,17.217,NA,6.545,-53.13,-1.79,200,0
1245,21,25,448.993,579.895,0,839,100.644,22.597,NA,5.397,-14.036,39.094,200,200
1246,21,26,451.611,579.895,0,573,103.262,25.179,NA,2.618,0,14.036,200,200
1247,21,27,456.847,583.822,0,727,109.807,30.107,NA,6.545,36.87,36.87,200,200
1248,21,28,458.156,581.204,0,398,112.734,31.525,NA,2.927,-63.435,-100.305,200,200
1249,21,29,458.156,581.204,0,371,112.734,31.525,NA,0,0,63.435,200,200
1250,21,30,458.156,578.586,0,752,115.352,31.85,NA,2.618,-90,-90,200,200
1251,21,31,462.083,582.513,0,347,120.906,35.368,NA,5.554,45,135,200,200
1252,21,32,462.083,582.513,0,364,120.906,35.368,NA,0,0,-45,200,200
1253,21,33,468.628,589.058,0,715,130.162,42.215,NA,9.256,45,45,200,200
1254,21,34,471.246,590.367,0,673,133.089,44.985,NA,2.927,26.565,-18.435,200,200
1255,21,35,473.864,589.058,0,865,136.016,47.415,NA,2.927,-26.565,-53.13,200,200
1256,21,36,476.482,583.822,0,615,141.87,49.743,NA,5.854,-63.435,-36.87,200,200
1257,21,37,480.41,590.367,0,496,149.503,54.067,NA,7.633,59.036,122.471,200,0
1258,21,38,485.646,595.603,0,674,156.908,60.072,NA,7.405,45,-14.036,-200,0
1259,21,39,493.5,600.839,0,474,166.347,68.895,NA,9.439,33.69,-11.31,-200,0
1260,21,40,497.427,603.457,0,485,171.067,73.363,NA,4.72,33.69,0,-200,0
1261,21,41,503.972,606.075,0,413,178.116,80.374,NA,7.049,21.801,-11.889,-200,0
1262,21,42,509.208,615.238,0,363,188.67,88.25,NA,10.554,60.255,38.454,-200,0
1263,21,43,507.899,624.401,0,549,197.926,90.739,NA,9.256,98.13,37.875,-200,0
1264,21,44,503.972,632.256,0,896,206.707,91.163,NA,8.781,116.565,18.435,-200,0
1265,21,45,496.118,645.346,0,690,221.973,92.728,NA,15.266,120.964,4.399,-200,0
1266,21,46,493.5,653.2,0,441,230.252,96.282,NA,8.279,108.435,-12.529,-200,0
1267,21,47,494.809,655.818,0,548,233.179,99.08,NA,2.927,63.435,-45,-200,0
1268,21,48,496.118,655.818,0,852,234.488,99.984,NA,1.309,0,-63.435,-200,0
1269,21,49,484.337,657.127,0,902,246.342,93.226,NA,11.854,173.66,173.66,-200,-200
1270,21,50,479.101,650.582,0,896,254.723,84.844,NA,8.382,-128.66,57.68,-200,-200
1271,21,51,472.555,644.037,0,1033,263.979,75.663,NA,9.256,-135,-6.34,-200,-200
1272,21,52,472.555,645.346,0,702,265.288,76.709,NA,1.309,90,-135,-200,-200
1273,21,53,468.628,642.728,0,829,270.008,72.281,NA,4.72,-146.31,123.69,-200,-200
1274,21,54,459.465,637.492,0,891,280.562,62.86,NA,10.554,-150.255,-3.945,-200,-200
1275,21,55,454.229,637.492,0,302,285.798,60.3,NA,5.236,180,-29.745,-200,-200
1276,21,56,448.993,633.565,0,474,292.343,54.494,NA,6.545,-143.13,36.87,-200,-200
1277,21,57,441.139,633.565,0,1146,300.197,51.785,NA,7.854,180,-36.87,-200,-200
1278,21,58,434.594,634.874,0,869,306.872,51.652,NA,6.675,168.69,-11.31,-200,-200
1279,21,59,420.195,634.874,0,419,321.271,51.47,NA,14.399,180,11.31,-200,-200
1280,21,60,412.341,630.947,0,431,330.052,49.275,NA,8.781,-153.435,26.565,-200,-200
1281,21,61,401.868,629.638,0,655,340.606,52.131,NA,10.554,-172.875,-19.44,-200,-200
1282,22,1,175.408,625.711,0,708,0,0,NA,NA,NA,NA,0,0
1283,22,2,166.245,628.329,0,1107,9.53,9.53,NA,9.53,164.055,NA,0,0
1284,22,3,162.318,633.565,0,618,16.075,15.266,NA,6.545,126.87,-37.185,0,0
1285,22,4,168.863,640.11,0,642,25.331,15.817,NA,9.256,45,-81.87,0,0
1286,22,5,180.644,644.037,0,546,37.749,19.06,NA,12.418,18.435,-26.565,0,0
1287,22,6,179.335,649.273,0,282,43.147,23.887,NA,5.397,104.036,85.601,0,0
1288,22,7,185.881,654.509,0,514,51.528,30.643,NA,8.382,38.66,-65.376,0,0
1289,22,8,192.426,659.745,0,434,59.91,38.052,NA,8.382,38.66,0,0,0
1290,22,9,191.117,667.599,0,708,67.873,44.737,NA,7.962,99.462,60.803,0,0
1291,22,10,198.971,674.144,0,499,78.096,53.861,NA,10.224,39.806,-59.657,0,0
1292,22,11,202.898,681.998,0,550,86.878,62.642,NA,8.781,63.435,23.629,0,0
1293,22,12,208.134,688.543,0,499,95.259,70.844,NA,8.382,51.34,-12.095,0,0
1294,22,13,213.37,692.47,0,845,101.805,76.798,NA,6.545,36.87,-14.47,200,0
1295,22,14,218.606,701.634,0,635,112.358,87.352,NA,10.554,60.255,23.385,200,0
1296,22,15,221.224,710.797,0,823,121.888,96.637,NA,9.53,74.055,13.799,200,0
1297,22,16,227.769,716.033,0,526,130.27,104.402,NA,8.382,38.66,-35.395,200,0
1298,22,17,238.241,723.887,0,341,143.36,116.561,NA,13.09,36.87,-1.79,200,0
1299,22,18,246.095,729.123,0,355,152.799,125.263,NA,9.439,33.69,-3.18,200,0
1300,22,19,252.64,734.359,0,622,161.181,133.301,NA,8.382,38.66,4.97,200,0
1301,22,20,260.495,738.286,0,758,169.962,141.113,NA,8.781,26.565,-12.095,200,0
1302,22,21,269.658,743.522,0,541,180.516,150.872,NA,10.554,29.745,3.18,200,0
1303,22,22,280.13,746.14,0,465,191.31,159.593,NA,10.794,14.036,-15.709,200,0
1304,22,23,290.602,747.449,0,516,201.864,167.6,NA,10.554,7.125,-6.911,200,0
1305,22,24,298.456,751.376,0,473,210.645,175.877,NA,8.781,26.565,19.44,200,0
1306,22,25,308.928,751.376,0,1135,221.117,183.356,NA,10.472,0,-26.565,200,200
1307,22,26,320.709,757.921,0,927,234.595,196.449,NA,13.477,29.055,29.055,200,200
1308,22,27,341.654,760.539,0,1457,255.702,214.047,NA,21.107,7.125,-21.93,200,200
1309,22,28,342.963,755.303,0,710,261.099,211.822,NA,5.397,-75.964,-83.089,200,200
1310,22,29,358.671,753.994,0,622,276.862,223.7,NA,15.763,-4.764,71.2,200,200
1311,22,30,373.07,755.303,0,634,291.32,236.357,NA,14.459,5.194,9.958,200,200
1312,22,31,379.615,753.994,0,829,297.995,241.158,NA,6.675,-11.31,-16.504,200,200
1313,22,32,392.705,755.303,0,651,311.15,253.006,NA,13.155,5.711,17.021,200,200
1314,22,33,405.796,753.994,0,371,324.306,263.695,NA,13.155,-5.711,-11.421,200,200
1315,22,34,418.886,747.449,0,486,338.941,272.216,NA,14.635,-26.565,-20.854,200,200
1316,22,35,431.976,746.14,0,501,352.097,283.426,NA,13.155,-5.711,20.854,200,200
1317,22,36,446.375,746.14,0,582,366.496,296.524,NA,14.399,0,5.711,200,200
1318,22,37,456.847,744.831,0,718,377.05,305.61,NA,10.554,-7.125,-7.125,200,0
1319,22,38,468.628,742.213,0,894,389.118,315.517,NA,12.069,-12.529,-5.404,-200,0
1320,22,39,483.028,739.595,0,443,403.753,328.023,NA,14.635,-10.305,2.224,-200,0
1321,22,40,494.809,736.977,0,1168,415.822,338.226,NA,12.069,-12.529,-2.224,-200,0
1322,22,41,503.972,740.904,0,497,425.791,348.172,NA,9.969,23.199,35.727,-200,0
1323,22,42,511.826,744.831,0,797,434.572,356.884,NA,8.781,26.565,3.366,-200,0
1324,22,43,515.753,742.213,0,385,439.292,359.732,NA,4.72,-33.69,-60.255,-200,0
1325,22,44,520.989,736.977,0,869,446.697,363.051,NA,7.405,-45,-11.31,-200,0
1326,22,45,531.461,736.977,0,792,457.169,373.033,NA,10.472,0,45,-200,0
1327,22,46,532.77,739.595,0,530,460.096,375.07,NA,2.927,63.435,63.435,-200,0
1328,22,47,531.461,742.213,0,896,463.023,374.628,NA,2.927,116.565,53.13,-200,0
1329,22,48,527.534,748.758,0,742,470.656,373.006,NA,7.633,120.964,4.399,-200,0
1330,22,49,523.607,751.376,0,1291,475.376,370.181,NA,4.72,146.31,25.346,-200,-200
1331,22,50,513.135,751.376,0,788,485.848,360.349,NA,10.472,180,33.69,-200,-200
1332,22,51,507.899,755.303,0,806,492.393,356.853,NA,6.545,143.13,-36.87,-200,-200
1333,22,52,496.118,756.612,0,427,504.247,346.395,NA,11.854,173.66,30.53,-200,-200
1334,22,53,484.337,756.612,0,496,516.028,335.517,NA,11.781,180,6.34,-200,-200
1335,22,54,473.864,759.23,0,558,526.822,326.961,NA,10.794,165.964,-14.036,-200,-200
1336,22,55,466.01,756.612,0,1307,535.101,318.724,NA,8.279,-161.565,32.471,-200,-200
1337,22,56,448.993,756.612,0,611,552.118,303.288,NA,17.017,180,-18.435,-200,-200
1338,22,57,441.139,752.685,0,1051,560.899,294.509,NA,8.781,-153.435,26.565,-200,-200
1339,22,58,428.049,751.376,0,355,574.055,282.168,NA,13.155,-174.289,-20.854,-200,-200
1340,22,59,413.65,750.067,0,921,588.514,268.744,NA,14.459,-174.806,-0.516,-200,-200
1341,22,60,399.25,740.904,0,672,605.581,251.744,NA,17.068,-147.529,27.277,-200,-200
1342,22,61,392.705,727.814,0,520,620.216,240.09,NA,14.635,-116.565,30.964,-200,-200
1343,23,1,578.586,178.026,0,576,0,0,NA,NA,NA,NA,0,0
1344,23,2,581.204,179.335,0,602,2.927,2.927,NA,2.927,26.565,NA,0,0
1345,23,3,581.204,170.172,0,866,12.09,8.279,NA,9.163,-90,-116.565,0,0
1346,23,4,577.277,174.099,0,757,17.644,4.139,NA,5.554,135,-135,0,0
1347,23,5,583.822,174.099,0,834,24.189,6.545,NA,6.545,0,-135,0,0
1348,23,6,581.204,178.026,0,443,28.909,2.618,NA,4.72,123.69,123.69,0,0
1349,23,7,583.822,174.099,0,596,33.628,6.545,NA,4.72,-56.31,-180,0,0
1350,23,8,582.513,176.717,0,752,36.555,4.139,NA,2.927,116.565,172.875,0,0
1351,23,9,583.822,178.026,0,454,38.407,5.236,NA,1.851,45,-71.565,0,0
1352,23,10,589.058,180.644,0,678,44.261,10.794,NA,5.854,26.565,-18.435,0,0
1353,23,11,591.676,183.262,0,741,47.963,14.099,NA,3.702,45,18.435,0,0
1354,23,12,589.058,188.499,0,702,53.817,14.81,NA,5.854,116.565,71.565,0,0
1355,23,13,595.603,181.953,0,606,63.074,17.464,NA,9.256,-45,-161.565,200,0
1356,23,14,596.912,180.644,0,799,64.925,18.512,NA,1.851,-45,0,200,0
1357,23,15,598.221,185.881,0,581,70.322,21.148,NA,5.397,75.964,120.964,200,0
1358,23,16,598.221,184.572,0,371,71.631,20.697,NA,1.309,-90,-165.964,200,0
1359,23,17,603.457,183.262,0,516,77.028,25.417,NA,5.397,-14.036,75.964,200,0
1360,23,18,606.075,185.881,0,500,80.731,28.589,NA,3.702,45,59.036,200,0
1361,23,19,610.002,189.808,0,591,86.284,33.553,NA,5.554,45,0,200,0
1362,23,20,619.165,188.499,0,574,95.541,41.909,NA,9.256,-8.13,-53.13,200,0
1363,23,21,627.02,188.499,0,677,103.395,49.553,NA,7.854,0,8.13,200,0
1364,23,22,642.728,187.19,0,785,119.157,64.793,NA,15.763,-4.764,-4.764,200,0
1365,23,23,647.964,184.572,0,454,125.011,69.686,NA,5.854,-26.565,-21.801,200,0
1366,23,24,651.891,183.262,0,1560,129.151,73.492,NA,4.139,-18.435,8.13,200,0
1367,23,25,666.29,178.026,0,407,144.473,87.704,NA,15.322,-19.983,-1.548,200,200
1368,23,26,676.762,175.408,0,294,155.267,98.211,NA,10.794,-14.036,5.947,200,200
1369,23,27,683.307,161.009,0,382,171.084,106.095,NA,15.817,-65.556,-51.52,200,200
1370,23,28,695.088,159.7,0,296,182.938,117.935,NA,11.854,-6.34,59.216,200,200
1371,23,29,704.252,151.846,0,303,195.006,128.364,NA,12.069,-40.601,-34.261,200,200
1372,23,30,712.106,141.374,0,561,208.096,138.459,NA,13.09,-53.13,-12.529,200,200
1373,23,31,717.342,133.52,0,505,217.536,145.719,NA,9.439,-56.31,-3.18,200,200
1374,23,32,725.196,130.902,0,694,225.815,153.997,NA,8.279,-18.435,37.875,200,200
1375,23,33,740.904,128.284,0,661,241.74,169.769,NA,15.925,-9.462,8.973,200,200
1376,23,34,746.14,123.048,0,546,249.145,176.344,NA,7.405,-45,-35.538,200,200
1377,23,35,761.848,116.503,0,444,266.162,193.314,NA,17.017,-22.62,22.38,200,200
1378,23,36,769.702,112.576,0,506,274.943,202.013,NA,8.781,-26.565,-3.945,200,200
1379,23,37,781.484,108.648,0,425,287.361,214.431,NA,12.418,-18.435,8.13,200,0
1380,23,38,788.029,100.794,0,837,297.585,223.229,NA,10.224,-50.194,-31.759,-200,0
1381,23,39,799.81,98.176,0,826,309.654,235.194,NA,12.069,-12.529,37.666,-200,0
1382,23,40,810.282,90.322,0,539,322.744,247.74,NA,13.09,-36.87,-24.341,-200,0
1383,23,41,815.518,83.777,0,442,331.126,254.99,NA,8.382,-51.34,-14.47,-200,0
1384,23,42,815.518,78.541,0,671,336.362,256.971,NA,5.236,-90,-38.66,-200,0
1385,23,43,814.209,73.305,0,555,341.759,257.847,NA,5.397,-104.036,-14.036,-200,0
1386,23,44,812.9,73.305,0,574,343.068,256.651,NA,1.309,180,-75.964,-200,0
1387,23,45,805.046,75.923,0,705,351.347,248.414,NA,8.279,161.565,-18.435,-200,0
1388,23,46,798.501,66.76,0,839,362.607,246.461,NA,11.261,-125.538,72.897,-200,0
1389,23,47,789.338,65.451,0,501,371.864,238.934,NA,9.256,-171.87,-46.332,-200,0
1390,23,48,776.248,64.142,0,729,385.019,228.122,NA,13.155,-174.289,-2.42,-200,0
1391,23,49,772.321,60.215,0,612,390.573,226.744,NA,5.554,-135,39.289,-200,-200
1392,23,50,767.084,56.288,0,508,397.118,224.393,NA,6.545,-143.13,-8.13,-200,-200
1393,23,51,756.612,57.597,0,602,407.672,214.934,NA,10.554,172.875,-43.995,-200,-200
1394,23,52,740.904,57.597,0,1123,423.38,202.115,NA,15.708,180,7.125,-200,-200
1395,23,53,735.668,57.597,0,358,428.616,197.935,NA,5.236,180,0,-200,-200
1396,23,54,726.505,60.215,0,443,438.146,189.102,NA,9.53,164.055,-15.945,-200,-200
1397,23,55,716.033,60.215,0,530,448.618,181.028,NA,10.472,180,15.945,-200,-200
1398,23,56,709.488,58.906,0,450,455.292,176.989,NA,6.675,-168.69,11.31,-200,-200
1399,23,57,701.634,57.597,0,306,463.255,172.174,NA,7.962,-170.538,-1.848,-200,-200
1400,23,58,691.161,57.597,0,314,473.727,164.853,NA,10.472,180,-9.462,-200,-200
1401,23,59,681.998,54.979,0,593,483.257,160.732,NA,9.53,-164.055,15.945,-200,-200
1402,23,60,676.762,54.979,0,691,488.493,157.414,NA,5.236,180,-15.945,-200,-200
1403,23,61,659.745,56.288,0,802,505.56,146.312,NA,17.068,175.601,-4.399,-200,-200
1404,24,1,479.101,125.666,0,417,0,0,NA,NA,NA,NA,0,0
1405,24,2,475.173,128.284,0,883,4.72,4.72,NA,4.72,146.31,NA,0,0
1406,24,3,475.173,128.284,0,856,4.72,4.72,NA,0,0,-146.31,0,0
1407,24,4,479.101,129.593,0,582,8.859,3.927,NA,4.139,18.435,18.435,0,0
1408,24,5,480.41,128.284,0,748,10.71,2.927,NA,1.851,-45,-63.435,0,0
1409,24,6,481.719,124.357,0,670,14.85,2.927,NA,4.139,-71.565,-26.565,0,0
1410,24,7,488.264,123.048,0,717,21.525,9.53,NA,6.675,-11.31,60.255,0,0
1411,24,8,492.191,123.048,0,566,25.452,13.349,NA,3.927,0,11.31,0,0
1412,24,9,492.191,119.121,0,613,29.379,14.635,NA,3.927,-90,-90,0,0
1413,24,10,490.882,115.194,0,923,33.518,15.763,NA,4.139,-108.435,-18.435,0,0
1414,24,11,490.882,108.648,0,997,40.063,20.697,NA,6.545,-90,18.435,0,0
1415,24,12,490.882,104.721,0,755,43.99,24.03,NA,3.927,-90,0,0,0
1416,24,13,488.264,100.794,0,591,48.71,26.506,NA,4.72,-123.69,-33.69,200,0
1417,24,14,490.882,98.176,0,738,52.413,29.908,NA,3.702,-45,78.69,200,0
1418,24,15,493.5,103.412,0,765,58.267,26.506,NA,5.854,63.435,108.435,200,0
1419,24,16,496.118,107.339,0,1124,62.986,25.009,NA,4.72,56.31,-7.125,200,0
1420,24,17,506.59,107.339,0,512,73.459,33.038,NA,10.472,0,-56.31,200,0
1421,24,18,515.753,106.03,0,398,82.715,41.581,NA,9.256,-8.13,-8.13,200,0
1422,24,19,518.371,102.103,0,1094,87.434,45.797,NA,4.72,-56.31,-48.18,200,0
1423,24,20,528.843,102.103,0,944,97.907,55.041,NA,10.472,0,56.31,200,0
1424,24,21,534.079,107.339,0,425,105.311,57.953,NA,7.405,45,45,200,0
1425,24,22,541.933,108.648,0,465,113.274,65.096,NA,7.962,9.462,-35.538,200,0
1426,24,23,551.096,113.885,0,418,123.828,72.954,NA,10.554,29.745,20.283,200,0
1427,24,24,552.406,119.121,0,571,129.225,73.597,NA,5.397,75.964,46.219,200,0
1428,24,25,560.26,123.048,0,518,138.006,81.201,NA,8.781,26.565,-49.399,200,200
1429,24,26,566.805,124.357,0,687,144.681,87.714,NA,6.675,11.31,-15.255,200,200
1430,24,27,577.277,126.975,0,296,155.475,98.185,NA,10.794,14.036,2.726,200,200
1431,24,28,583.822,125.666,0,483,162.15,104.721,NA,6.675,-11.31,-25.346,200,200
1432,24,29,594.294,124.357,0,374,172.703,115.201,NA,10.554,-7.125,4.185,200,200
1433,24,30,600.839,123.048,0,745,179.378,121.767,NA,6.675,-11.31,-4.185,200,200
1434,24,31,607.384,123.048,0,436,185.923,128.31,NA,6.545,0,11.31,200,200
1435,24,32,615.238,124.357,0,284,193.886,136.144,NA,7.962,9.462,9.462,200,200
1436,24,33,623.092,123.048,0,603,201.848,144.016,NA,7.962,-9.462,-18.925,200,200
1437,24,34,630.947,123.048,0,474,209.702,151.869,NA,7.854,0,9.462,200,200
1438,24,35,642.728,124.357,0,521,221.556,163.632,NA,11.854,6.34,6.34,200,200
1439,24,36,649.273,124.357,0,632,228.101,170.177,NA,6.545,0,-6.34,200,200
1440,24,37,659.745,124.357,0,541,238.573,180.649,NA,10.472,0,0,200,0
1441,24,38,670.217,125.666,0,466,249.127,191.117,NA,10.554,7.125,7.125,-200,0
1442,24,39,678.071,128.284,0,674,257.406,198.988,NA,8.279,18.435,11.31,-200,0
1443,24,40,678.071,126.975,0,467,258.715,198.975,NA,1.309,-90,-108.435,-200,0
1444,24,41,675.453,130.902,0,350,263.434,196.422,NA,4.72,123.69,-146.31,-200,0
1445,24,42,672.835,130.902,0,375,266.052,193.805,NA,2.618,180,56.31,-200,0
1446,24,43,668.908,125.666,0,643,272.598,189.808,NA,6.545,-126.87,53.13,-200,0
1447,24,44,664.981,129.593,0,536,278.151,185.922,NA,5.554,135,-98.13,-200,0
1448,24,45,661.054,129.593,0,777,282.078,181.996,NA,3.927,180,45,-200,0
1449,24,46,657.127,130.902,0,742,286.218,178.103,NA,4.139,161.565,-18.435,-200,0
1450,24,47,649.273,132.211,0,771,294.18,170.298,NA,7.962,170.538,8.973,-200,0
1451,24,48,646.655,134.829,0,483,297.883,167.805,NA,3.702,135,-35.538,-200,0
1452,24,49,640.11,134.829,0,949,304.428,161.27,NA,6.545,180,45,-200,-200
1453,24,50,630.947,134.829,0,639,313.591,152.122,NA,9.163,180,0,-200,-200
1454,24,51,624.401,134.829,0,523,320.136,145.59,NA,6.545,180,0,-200,-200
1455,24,52,619.165,137.447,0,697,325.99,140.56,NA,5.854,153.435,-26.565,-200,-200
1456,24,53,616.547,134.829,0,493,329.693,137.752,NA,3.702,-135,71.565,-200,-200
1457,24,54,608.693,142.683,0,405,340.8,130.705,NA,11.107,135,-90,-200,-200
1458,24,55,603.457,147.919,0,337,348.205,126.332,NA,7.405,135,0,-200,-200
1459,24,56,595.603,142.683,0,383,357.644,117.739,NA,9.439,-146.31,78.69,-200,-200
1460,24,57,587.749,140.065,0,481,365.923,109.598,NA,8.279,-161.565,-15.255,-200,-200
1461,24,58,579.895,138.756,0,524,373.886,101.641,NA,7.962,-170.538,-8.973,-200,-200
1462,24,59,568.114,138.756,0,549,385.667,89.971,NA,11.781,180,-9.462,-200,-200
1463,24,60,561.569,136.138,0,428,392.716,83.13,NA,7.049,-158.199,21.801,-200,-200
1464,24,61,552.406,143.992,0,468,404.785,75.561,NA,12.069,139.399,-62.403,-200,-200
1465,25,1,192.426,130.902,0,473,0,0,NA,NA,NA,NA,0,0
1466,25,2,196.353,132.211,0,633,4.139,4.139,NA,4.139,18.435,NA,0,0
1467,25,3,208.134,138.756,0,506,17.617,17.562,NA,13.477,29.055,10.62,0,0
1468,25,4,217.297,141.374,0,502,27.146,26.986,NA,9.53,15.945,-13.109,0,0
1469,25,5,221.224,141.374,0,391,31.073,30.643,NA,3.927,0,-15.945,0,0
1470,25,6,233.005,134.829,0,1025,44.551,40.769,NA,13.477,-29.055,-29.055,0,0
1471,25,7,234.314,132.211,0,350,47.478,41.909,NA,2.927,-63.435,-34.38,0,0
1472,25,8,243.477,133.52,0,476,56.734,51.119,NA,9.256,8.13,71.565,0,0
1473,25,9,248.713,132.211,0,290,62.131,56.303,NA,5.397,-14.036,-22.166,0,0
1474,25,10,259.186,133.52,0,282,72.685,66.811,NA,10.554,7.125,21.161,0,0
1475,25,11,265.731,134.829,0,456,79.359,73.41,NA,6.675,11.31,4.185,0,0
1476,25,12,273.585,141.374,0,389,89.583,81.832,NA,10.224,39.806,28.496,0,0
1477,25,13,278.821,147.919,0,377,97.965,88.055,NA,8.382,51.34,11.535,200,0
1478,25,14,290.602,145.301,0,509,110.034,99.227,NA,12.069,-12.529,-63.869,200,0
1479,25,15,302.383,140.065,0,507,122.926,110.339,NA,12.892,-23.962,-11.434,200,0
1480,25,16,308.928,137.447,0,482,129.975,116.686,NA,7.049,-21.801,2.161,200,0
1481,25,17,316.782,132.211,0,516,139.415,124.364,NA,9.439,-33.69,-11.889,200,0
1482,25,18,324.636,124.357,0,455,150.522,132.373,NA,11.107,-45,-11.31,200,0
1483,25,19,327.254,115.194,0,421,160.052,135.741,NA,9.53,-74.055,-29.055,200,0
1484,25,20,333.8,107.339,0,577,170.276,143.324,NA,10.224,-50.194,23.86,200,0
1485,25,21,339.036,108.648,0,430,175.673,148.289,NA,5.397,14.036,64.231,200,0
1486,25,22,349.508,112.576,0,392,186.857,158.148,NA,11.184,20.556,6.52,200,0
1487,25,23,357.362,117.812,0,648,196.296,165.455,NA,9.439,33.69,13.134,200,0
1488,25,24,367.834,124.357,0,436,208.646,175.53,NA,12.349,32.005,-1.685,200,0
1489,25,25,371.761,129.593,0,294,215.191,179.34,NA,6.545,53.13,21.125,200,200
